,station_name,lat,lon
5360, '市级行政中心清风', '24.888373', '102.842587'
5361, '宜和路', '24.891002', '102.85142'
5362, '白龙潭', '24.880878', '102.858418'
5363, '昆明南火车站', '24.877088', '102.866706'
5364, '西山公园', '24.990294', '102.624468'
5365, '车家壁', '25.000509', '102.622133'
5366, '普坪村', '25.01137', '102.627639'
5367, '石咀', '25.024015', '102.635931'
5368, '大渔路', '25.03383', '102.642223'
5369, '西部汽车站', '25.041399', '102.645348'
5370, '眠山', '25.052912', '102.655813'
5371, '昌源中路', '25.052325', '102.663643'
5372, '西苑', '25.051621', '102.673157'
5373, '梁家河', '25.050922', '102.684291'
5374, '市体育馆', '25.050487', '102.694836'
5375, '潘家湾', '25.049706', '102.702028'
5376, '五一路', '25.043487', '102.712295'
5377, '东风广场', '25.044484', '102.725871'
5378, '拓东体育馆', '25.044435', '102.736389'
5379, '大树营', '25.04291', '102.74794'
5380, '金马寺', '25.041775', '102.758011'
5381, '太平村', '25.042127', '102.767388'
5382, '虹桥', '25.041899', '102.779812'
5383, '东部汽车站', '25.041893', '102.795195'
5384, '机场中心', '25.101781', '102.934276'
5385, '机场前', '25.090944', '102.920012'
5386, '大板桥', '25.059263', '102.882749'
5387, '东部汽车站', '25.041893', '102.795195'
5388, '东部汽车站', '25.041893', '102.795195'
5389, '大板桥', '25.059263', '102.882749'
5390, '机场前', '25.090944', '102.920012'
5391, '机场中心', '25.101781', '102.934276'
5392, '燕岗', '23.082821', '113.277112'
5393, '沙园', '23.094701', '113.266964'
5394, '沙涌', '23.089333', '113.25357'
5395, '鹤洞', '23.078117', '113.246325'
5396, '西朗', '23.070983', '113.23861'
5397, '菊树', '23.07193', '113.219244'
5398, '龙溪', '23.071892', '113.199178'
5399, '金融高新区', '23.072808', '113.164122'
5400, '千灯湖', '23.06136', '113.161975'
5401, '礌岗', '23.049368', '113.161822'
5402, '南桂路', '23.040356', '113.16051'
5403, '桂城', '23.037778', '113.147826'
5404, '朝安', '23.033721', '113.140209'
5405, '普君北路', '23.033555', '113.129285'
5406, '祖庙', '23.032823', '113.118757'
5407, '同济路', '23.024758', '113.114948'
5408, '季华园', '23.012916', '113.115074'
5409, '魁奇路', '22.999893', '113.1152'
5410, '澜石', '22.989962', '113.113745'
5411, '世纪莲', '22.971031', '113.121003'
5412, '东平', '22.971314', '113.135681'
5413, '新城东', '22.964942', '113.146407'
5414, '新城东', '22.964942', '113.146407'
5415, '东平', '22.971314', '113.135681'
5416, '世纪莲', '22.971031', '113.121003'
5417, '澜石', '22.989962', '113.113745'
5418, '魁奇路', '22.999893', '113.1152'
5419, '季华园', '23.012916', '113.115074'
5420, '同济路', '23.024758', '113.114948'
5421, '祖庙', '23.032823', '113.118757'
5422, '普君北路', '23.033555', '113.129285'
5423, '朝安', '23.033721', '113.140209'
5424, '桂城', '23.037778', '113.147826'
5425, '南桂路', '23.040356', '113.16051'
5426, '礌岗', '23.049368', '113.161822'
5427, '千灯湖', '23.06136', '113.161975'
5428, '金融高新区', '23.072808', '113.164122'
5429, '龙溪', '23.071892', '113.199178'
5430, '菊树', '23.07193', '113.219244'
5431, '西朗', '23.070983', '113.23861'
5432, '鹤洞', '23.078117', '113.246325'
5433, '沙涌', '23.089333', '113.25357'
5434, '沙园', '23.094701', '113.266964'
5435, '燕岗', '23.082821', '113.277112'
5436, '哈东站', '45.795674', '126.715685'
5437, '桦树街', '45.794198', '126.704527'
5438, '交通学院', '45.793598', '126.693539'
5439, '太平桥', '45.789437', '126.683869'
5440, '工程大学', '45.781398', '126.675078'
5441, '烟厂', '45.774549', '126.662571'
5442, '医大一院', '45.769835', '126.657218'
5443, '博物馆', '45.764163', '126.650121'
5444, '铁路局', '45.757504', '126.642441'
5445, '哈工大', '45.750663', '126.634191'
5446, '西大桥', '45.744924', '126.627482'
5447, '和兴路', '45.738891', '126.621815'
5448, '学府路', '45.728995', '126.616213'
5449, '理工大学', '45.721207', '126.618104'
5450, '黑龙江大学', '45.713395', '126.619915'
5451, '医大二院', '45.703593', '126.622122'
5452, '哈达', '45.689414', '126.62517'
5453, '哈南站', '45.676242', '126.628062'
5454, '哈南站', '45.676242', '126.628062'
5455, '哈达', '45.689414', '126.62517'
5456, '医大二院', '45.703593', '126.622122'
5457, '黑龙江大学', '45.713395', '126.619915'
5458, '理工大学', '45.721207', '126.618104'
5459, '学府路', '45.728995', '126.616213'
5460, '和兴路', '45.738891', '126.621815'
5461, '西大桥', '45.744924', '126.627482'
5462, '哈工大', '45.750663', '126.634191'
5463, '铁路局', '45.757504', '126.642441'
5464, '博物馆', '45.764163', '126.650121'
5465, '医大一院', '45.769835', '126.657218'
5466, '烟厂', '45.774549', '126.662571'
5467, '工程大学', '45.781398', '126.675078'
5468, '太平桥', '45.789437', '126.683869'
5469, '交通学院', '45.793598', '126.693539'
5470, '桦树街', '45.794198', '126.704527'
5471, '哈东站', '45.795674', '126.715685'
5472, '哈尔滨西站', '45.711836', '126.58657'
5473, '哈尔滨大街', '45.707544', '126.591771'
5474, '哈西大街', '45.701859', '126.603036'
5475, '医大二院', '45.703593', '126.622122'
5476, '医大二院', '45.703593', '126.622122'
5477, '哈西大街', '45.701859', '126.603036'
5478, '哈尔滨大街', '45.707544', '126.591771'
5479, '哈尔滨西站', '45.711836', '126.58657'
5480, '南四环', '43.813119', '125.372285'
5481, '十八里河', '34.653532', '113.688661'
5482, '沙窝李', '34.632903', '113.687702'
5483, '双湖大道', '34.617092', '113.689419'
5484, '小乔', '34.606204', '113.700701'
5485, '华南城西', '34.59986', '113.731782'
5486, '华南城', '34.600233', '113.755605'
5487, '华南城东', '34.600424', '113.780786'
5488, '孟庄', '34.591309', '113.824398'
5489, '港区北', '34.590625', '113.842436'
5490, '康平湖', '34.590874', '113.859645'
5491, '兰河公园', '34.582044', '113.866059'
5492, '恩平湖', '34.574028', '113.866071'
5493, '综合保税区', '34.555345', '113.863995'
5494, '新郑机场', '34.532243', '113.859085'
5495, '刘庄', '34.849819', '113.685609'
5496, '柳林', '34.834354', '113.687801'
5497, '沙门', '34.825294', '113.688214'
5498, '北三环', '34.810929', '113.688035'
5499, '东风路', '34.801853', '113.688028'
5500, '关虎屯', '34.793722', '113.688242'
5501, '黄河路', '34.780393', '113.688572'
5502, '紫荆山', '34.767668', '113.688911'
5503, '东大街', '34.753337', '113.688592'
5504, '陇海东路', '34.744107', '113.688601'
5505, '二里岗', '34.735111', '113.688544'
5506, '南五里堡', '34.726263', '113.68781'
5507, '花寨', '34.711323', '113.688852'
5508, '南三环', '34.704468', '113.688891'
5509, '站马屯', '34.690201', '113.688987'
5510, '南四环', '34.66849', '113.688438'
5511, '南四环', '34.66849', '113.688438'
5512, '站马屯', '34.690201', '113.688987'
5513, '南三环', '34.704468', '113.688891'
5514, '花寨', '34.711323', '113.688852'
5515, '南五里堡', '34.726263', '113.68781'
5516, '二里岗', '34.735111', '113.688544'
5517, '陇海东路', '34.744107', '113.688601'
5518, '东大街', '34.753337', '113.688592'
5519, '紫荆山', '34.767668', '113.688911'
5520, '黄河路', '34.780393', '113.688572'
5521, '关虎屯', '34.793722', '113.688242'
5522, '东风路', '34.801853', '113.688028'
5523, '北三环', '34.810929', '113.688035'
5524, '沙门', '34.825294', '113.688214'
5525, '柳林', '34.834354', '113.687801'
5526, '刘庄', '34.849819', '113.685609'
5527, '河南工业大学', '34.833033', '113.548672'
5528, '郑大科技园', '34.823226', '113.548222'
5529, '郑州大学', '34.81395', '113.547845'
5530, '梧桐街', '34.800308', '113.547487'
5531, '兰寨', '34.789578', '113.547477'
5532, '铁炉', '34.774855', '113.547171'
5533, '市民中心', '34.768021', '113.56047'
5534, '西流湖', '34.766967', '113.576833'
5535, '西三环', '34.765583', '113.595016'
5536, '秦岭路', '34.762728', '113.609931'
5537, '五一公园', '34.761917', '113.619736'
5538, '碧沙岗', '34.761274', '113.630898'
5539, '绿城广场', '34.75386', '113.639838'
5540, '医学院', '34.753886', '113.649592'
5541, '郑州火车站', '34.75259', '113.661999'
5542, '二七广场', '34.758646', '113.672673'
5543, '人民路', '34.763513', '113.680497'
5544, '紫荆山', '34.767668', '113.688911'
5545, '燕庄', '34.768868', '113.709997'
5546, '民航路', '34.768962', '113.720912'
5547, '会展中心', '34.772327', '113.732302'
5548, '黄河南路', '34.769049', '113.750911'
5549, '农业南路', '34.771704', '113.761709'
5550, '东风南路', '34.770764', '113.772905'
5551, '郑州东站', '34.765426', '113.782643'
5552, '博学路', '34.765833', '113.799026'
5553, '市体育中心', '34.778486', '113.817022'
5554, '龙子湖', '34.798465', '113.817104'
5555, '文苑北路', '34.814373', '113.818828'
5556, '文苑北路', '34.814373', '113.818828'
5557, '龙子湖', '34.798465', '113.817104'
5558, '市体育中心', '34.778486', '113.817022'
5559, '博学路', '34.765833', '113.799026'
5560, '郑州东站', '34.765426', '113.782643'
5561, '东风南路', '34.770764', '113.772905'
5562, '农业南路', '34.771704', '113.761709'
5563, '黄河南路', '34.769049', '113.750911'
5564, '会展中心', '34.772327', '113.732302'
5565, '民航路', '34.768962', '113.720912'
5566, '燕庄', '34.768868', '113.709997'
5567, '紫荆山', '34.767668', '113.688911'
5568, '人民路', '34.763513', '113.680497'
5569, '二七广场', '34.758646', '113.672673'
5570, '郑州火车站', '34.75259', '113.661999'
5571, '医学院', '34.753886', '113.649592'
5572, '绿城广场', '34.75386', '113.639838'
5573, '碧沙岗', '34.761274', '113.630898'
5574, '五一公园', '34.761917', '113.619736'
5575, '秦岭路', '34.762728', '113.609931'
5576, '西三环', '34.765583', '113.595016'
5577, '西流湖', '34.766967', '113.576833'
5578, '市民中心', '34.768021', '113.56047'
5579, '铁炉', '34.774855', '113.547171'
5580, '兰寨', '34.789578', '113.547477'
5581, '梧桐街', '34.800308', '113.547487'
5582, '郑州大学', '34.81395', '113.547845'
5583, '郑大科技园', '34.823226', '113.548222'
5584, '河南工业大学', '34.833033', '113.548672'
5585, '新郑机场', '34.532243', '113.859085'
5586, '综合保税区', '34.555345', '113.863995'
5587, '恩平湖', '34.574028', '113.866071'
5588, '兰河公园', '34.582044', '113.866059'
5589, '康平湖', '34.590874', '113.859645'
5590, '港区北', '34.590625', '113.842436'
5591, '孟庄', '34.591309', '113.824398'
5592, '华南城东', '34.600424', '113.780786'
5593, '华南城', '34.600233', '113.755605'
5594, '华南城西', '34.59986', '113.731782'
5595, '小乔', '34.606204', '113.700701'
5596, '双湖大道', '34.617092', '113.689419'
5597, '沙窝李', '34.632903', '113.687702'
5598, '十八里河', '34.653532', '113.688661'
5599, '南四环', '34.66849', '113.688438'
5600, '霞浦', '29.896012', '121.864246'
5601, '长江路', '29.896638', '121.850232'
5602, '中河路', '29.899878', '121.835818'
5603, '松花江路', '29.910751', '121.815202'
5604, '大碶', '29.899863', '121.801153'
5605, '邬隘', '29.880814', '121.788538'
5606, '宝幢', '29.845237', '121.740257'
5607, '五乡', '29.844877', '121.696473'
5608, '邱隘东', '29.852756', '121.667845'
5609, '东环南路', '29.858918', '121.657235'
5610, '盛莫路', '29.862235', '121.643057'
5611, '福庆北路', '29.864412', '121.630953'
5612, '海晏北路', '29.86593', '121.621287'
5613, '世纪大道', '29.864574', '121.608603'
5614, '福明路', '29.866901', '121.599505'
5615, '樱花公园', '29.870428', '121.587685'
5616, '舟孟北路', '29.873509', '121.580387'
5617, '江厦桥东', '29.875734', '121.571461'
5618, '东门口(天一广场)', '29.877592', '121.56221'
5619, '鼓楼', '29.879997', '121.555797'
5620, '西门口', '29.881237', '121.545999'
5621, '大卿桥', '29.882567', '121.538602'
5622, '泽民', '29.884557', '121.527703'
5623, '望春桥', '29.887644', '121.515341'
5624, '徐家漕长乐', '29.893286', '121.503478'
5625, '芦港', '29.895988', '121.493924'
5626, '梁祝', '29.900692', '121.483368'
5627, '高桥', '29.90766', '121.470585'
5628, '高桥西', '29.917056', '121.460156'
5629, '栎社国际机场', '29.824003', '121.467256'
5630, '栎社', '29.815291', '121.490082'
5631, '鄞州大道', '29.824088', '121.502924'
5632, '石碶', '29.830986', '121.51039'
5633, '轻纺城', '29.837405', '121.520592'
5634, '藕池', '29.847269', '121.519002'
5635, '客运中心', '29.856633', '121.518982'
5636, '丽园南路', '29.864294', '121.524458'
5637, '云霞路', '29.864605', '121.53289'
5638, '宁波火车站', '29.868329', '121.543592'
5639, '城隍庙', '29.873796', '121.555259'
5640, '鼓楼', '29.879997', '121.555797'
5641, '外滩大桥', '29.889639', '121.565298'
5642, '正大路', '29.896341', '121.568541'
5643, '倪家堰', '29.904834', '121.573261'
5644, '压赛堰', '29.909782', '121.582237'
5645, '大通桥', '29.909642', '121.588399'
5646, '孔浦', '29.910349', '121.598485'
5647, '路林', '29.914579', '121.619113'
5648, '三官堂', '29.917367', '121.627705'
5649, '宁波大学', '29.91732', '121.641548'
5650, '清水浦', '29.927915', '121.667399'
5651, '高桥西', '29.917056', '121.460156'
5652, '高桥', '29.90766', '121.470585'
5653, '梁祝', '29.900692', '121.483368'
5654, '芦港', '29.895988', '121.493924'
5655, '徐家漕长乐', '29.893286', '121.503478'
5656, '望春桥', '29.887644', '121.515341'
5657, '泽民', '29.884557', '121.527703'
5658, '大卿桥', '29.882567', '121.538602'
5659, '西门口', '29.881237', '121.545999'
5660, '鼓楼', '29.879997', '121.555797'
5661, '东门口(天一广场)', '29.877592', '121.56221'
5662, '江厦桥东', '29.875734', '121.571461'
5663, '舟孟北路', '29.873509', '121.580387'
5664, '樱花公园', '29.870428', '121.587685'
5665, '福明路', '29.866901', '121.599505'
5666, '世纪大道', '31.234854', '121.533437'
5667, '海晏北路', '29.86593', '121.621287'
5668, '福庆北路', '29.864412', '121.630953'
5669, '盛莫路', '29.862235', '121.643057'
5670, '东环南路', '29.858918', '121.657235'
5671, '邱隘东', '29.852756', '121.667845'
5672, '五乡', '29.844877', '121.696473'
5673, '宝幢', '29.845237', '121.740257'
5674, '邬隘', '29.880814', '121.788538'
5675, '大碶', '29.899863', '121.801153'
5676, '松花江路', '29.910751', '121.815202'
5677, '中河路', '29.899878', '121.835818'
5678, '长江路', '29.896638', '121.850232'
5679, '霞浦', '29.896012', '121.864246'
5680, '清水浦', '29.927915', '121.667399'
5681, '宁波大学', '29.91732', '121.641548'
5682, '三官堂', '29.917367', '121.627705'
5683, '路林', '29.914579', '121.619113'
5684, '孔浦', '29.910349', '121.598485'
5685, '大通桥', '29.909642', '121.588399'
5686, '压赛堰', '29.909782', '121.582237'
5687, '倪家堰', '29.904834', '121.573261'
5688, '正大路', '29.896341', '121.568541'
5689, '外滩大桥', '29.889639', '121.565298'
5690, '鼓楼', '29.879997', '121.555797'
5691, '城隍庙', '29.873796', '121.555259'
5692, '宁波火车站', '29.868329', '121.543592'
5693, '云霞路', '29.864605', '121.53289'
5694, '丽园南路', '29.864294', '121.524458'
5695, '客运中心', '30.316941', '120.285081'
5696, '藕池', '29.847269', '121.519002'
5697, '轻纺城', '29.837405', '121.520592'
5698, '石碶', '29.830986', '121.51039'
5699, '鄞州大道', '29.824088', '121.502924'
5700, '栎社', '29.815291', '121.490082'
5701, '栎社国际机场', '29.824003', '121.467256'
5702, '堰桥', '31.681459', '120.321445'
5703, '锡北运河', '31.668214', '120.321409'
5704, '西漳', '31.651471', '120.31018'
5705, '天一', '31.643459', '120.311001'
5706, '刘潭', '31.632512', '120.310914'
5707, '庄前', '31.615491', '120.311532'
5708, '民丰', '31.606496', '120.310059'
5709, '无锡火车站', '31.594912', '120.313334'
5710, '胜利门', '31.587834', '120.306579'
5711, '三阳广场', '31.581373', '120.306399'
5712, '南禅寺', '31.57326', '120.312563'
5713, '谈渡桥', '31.567674', '120.311736'
5714, '太湖广场', '31.560822', '120.311822'
5715, '清名桥', '31.554815', '120.31808'
5716, '人民医院', '31.547721', '120.325836'
5717, '华清大桥', '31.53985', '120.334362'
5718, '扬名', '31.527182', '120.331164'
5719, '南湖家园', '31.515573', '120.330706'
5720, '塘铁桥', '31.50656', '120.332453'
5721, '金匮公园', '31.499231', '120.326817'
5722, '市民中心', '31.496757', '120.312171'
5723, '文化宫', '31.495686', '120.29774'
5724, '江南大学', '31.489852', '120.285165'
5725, '长广溪', '31.4792', '120.283901'
5726, '梅园开原寺', '31.557174', '120.225852'
5727, '荣巷', '31.56297', '120.243113'
5728, '小桃源', '31.565492', '120.256101'
5729, '河埒口', '31.568286', '120.267267'
5730, '大王基', '31.570734', '120.282285'
5731, '梁溪大桥', '31.572906', '120.292743'
5732, '五爱广场', '31.579174', '120.297029'
5733, '三阳广场', '31.581373', '120.306399'
5734, '东林广场', '31.584083', '120.31475'
5735, '上马墩', '31.588437', '120.327576'
5736, '靖海', '31.589298', '120.336397'
5737, '广益', '31.592753', '120.347783'
5738, '柏庄', '31.592306', '120.357498'
5739, '东亭', '31.588505', '120.370105'
5740, '庄桥', '31.584356', '120.385687'
5741, '云林', '31.585472', '120.401231'
5742, '九里河公园', '31.586167', '120.415463'
5743, '查桥', '31.586837', '120.437884'
5744, '映月湖公园', '31.592707', '120.455877'
5745, '迎宾广场', '31.59778', '120.461008'
5746, '无锡东站', '31.603157', '120.466615'
5747, '长广溪', '31.4792', '120.283901'
5748, '江南大学', '31.489852', '120.285165'
5749, '文化宫', '31.495686', '120.29774'
5750, '市民中心', '31.496757', '120.312171'
5751, '金匮公园', '31.499231', '120.326817'
5752, '塘铁桥', '31.50656', '120.332453'
5753, '南湖家园', '31.515573', '120.330706'
5754, '扬名', '31.527182', '120.331164'
5755, '华清大桥', '31.53985', '120.334362'
5756, '人民医院', '39.152553', '117.156223'
5757, '清名桥', '31.554815', '120.31808'
5758, '太湖广场', '31.560822', '120.311822'
5759, '谈渡桥', '31.567674', '120.311736'
5760, '南禅寺', '31.57326', '120.312563'
5761, '三阳广场', '31.581373', '120.306399'
5762, '胜利门', '31.587834', '120.306579'
5763, '无锡火车站', '31.594912', '120.313334'
5764, '民丰', '31.606496', '120.310059'
5765, '庄前', '31.615491', '120.311532'
5766, '刘潭', '31.632512', '120.310914'
5767, '天一', '31.643459', '120.311001'
5768, '西漳', '31.651471', '120.31018'
5769, '锡北运河', '31.668214', '120.321409'
5770, '堰桥', '31.681459', '120.321445'
5771, '无锡东站', '31.603157', '120.466615'
5772, '迎宾广场', '31.59778', '120.461008'
5773, '映月湖公园', '31.592707', '120.455877'
5774, '查桥', '31.586837', '120.437884'
5775, '九里河公园', '31.586167', '120.415463'
5776, '云林', '31.585472', '120.401231'
5777, '庄桥', '31.584356', '120.385687'
5778, '东亭', '31.588505', '120.370105'
5779, '柏庄', '31.592306', '120.357498'
5780, '广益', '31.592753', '120.347783'
5781, '靖海', '31.589298', '120.336397'
5782, '上马墩', '31.588437', '120.327576'
5783, '东林广场', '31.584083', '120.31475'
5784, '三阳广场', '31.581373', '120.306399'
5785, '五爱广场', '31.579174', '120.297029'
5786, '梁溪大桥', '31.572906', '120.292743'
5787, '大王基', '31.570734', '120.282285'
5788, '河埒口', '31.568286', '120.267267'
5789, '小桃源', '31.565492', '120.256101'
5790, '荣巷', '31.56297', '120.243113'
5791, '梅园开原寺', '31.557174', '120.225852'
5792, '青岛北站', '36.176327', '120.38569'
5793, '永平路', '36.178237', '120.400102'
5794, '振华路', '36.174935', '120.412553'
5795, '君峰路', '36.170206', '120.421654'
5796, '李村', '36.165078', '120.430809'
5797, '万年泉路', '36.153568', '120.43433'
5798, '海尔路', '36.142577', '120.429739'
5799, '地铁大厦', '36.13662', '120.421332'
5800, '长沙路', '36.126316', '120.409258'
5801, '双山', '36.119838', '120.403484'
5802, '清江路', '36.112702', '120.393482'
5803, '错埠岭', '36.101942', '120.391962'
5804, '敦化路', '36.095431', '120.391798'
5805, '宁夏路', '36.087864', '120.392117'
5806, '江西路', '36.079773', '120.39472'
5807, '五四广场', '36.07104', '120.386978'
5808, '延安三路', '36.067175', '120.38035'
5809, '太平角公园', '36.060021', '120.365796'
5810, '中山公园', '36.064896', '120.357778'
5811, '汇泉广场', '36.06578', '120.349575'
5812, '人民会堂', '36.065972', '120.33635'
5813, '青岛站', '36.069219', '120.321675'
5814, '苗岭路', '36.106832', '120.471451'
5815, '会展中心', '36.10939', '120.480732'
5816, '青岛二中', '36.116839', '120.487084'
5817, '青岛科大', '36.130618', '120.491711'
5818, '张村', '36.147389', '120.49194'
5819, '枯桃', '36.154379', '120.493383'
5820, '海洋大学', '36.171316', '120.501069'
5821, '世博园', '36.191512', '120.517898'
5822, '北宅', '36.219294', '120.541317'
5823, '北九水', '36.244378', '120.565418'
5824, '庙石', '36.290737', '120.61257'
5825, '浦里', '36.312295', '120.634574'
5826, '鳌山卫', '36.354485', '120.667419'
5827, '山东大学', '36.374871', '120.685082'
5828, '蓝色硅谷', '36.391048', '120.685606'
5829, '水泊', '36.410954', '120.686464'
5830, '博览中心', '36.427583', '120.711132'
5831, '温泉东', '36.450274', '120.709406'
5832, '皋虞', '36.470382', '120.717105'
5833, '臧村', '36.474203', '120.738691'
5834, '钱谷山', '36.485043', '120.766926'
5835, '青岛站', '36.069219', '120.321675'
5836, '人民会堂', '36.065972', '120.33635'
5837, '汇泉广场', '36.06578', '120.349575'
5838, '中山公园', '36.064896', '120.357778'
5839, '太平角公园', '36.060021', '120.365796'
5840, '延安三路', '36.067175', '120.38035'
5841, '五四广场', '36.07104', '120.386978'
5842, '江西路', '36.079773', '120.39472'
5843, '宁夏路', '36.087864', '120.392117'
5844, '敦化路', '36.095431', '120.391798'
5845, '错埠岭', '36.101942', '120.391962'
5846, '清江路', '36.112702', '120.393482'
5847, '双山', '36.119838', '120.403484'
5848, '长沙路', '36.126316', '120.409258'
5849, '地铁大厦', '36.13662', '120.421332'
5850, '海尔路', '36.142577', '120.429739'
5851, '万年泉路', '36.153568', '120.43433'
5852, '李村', '36.165078', '120.430809'
5853, '君峰路', '36.170206', '120.421654'
5854, '振华路', '36.174935', '120.412553'
5855, '永平路', '36.178237', '120.400102'
5856, '青岛北站', '36.176327', '120.38569'
5857, '李村公园', '36.173487', '120.432611'
5858, '李村', '36.165078', '120.430809'
5859, '枣山路', '36.159624', '120.440049'
5860, '华楼山路', '36.15545', '120.446258'
5861, '东韩', '36.134028', '120.448503'
5862, '辽阳东路', '36.123419', '120.456569'
5863, '同安路', '36.117573', '120.461671'
5864, '苗岭路', '36.106832', '120.471451'
5865, '石老人浴场', '36.09951', '120.470905'
5866, '海安路', '36.092313', '120.457656'
5867, '海川路', '36.08233', '120.449868'
5868, '海游路', '36.077523', '120.441218'
5869, '麦岛', '36.072076', '120.430438'
5870, '高雄路', '36.071851', '120.417538'
5871, '燕儿岛路', '36.070744', '120.408267'
5872, '浮山所', '36.071735', '120.396527'
5873, '五四广场', '36.07104', '120.386978'
5874, '芝泉路', '36.076233', '120.374779'
5875, '钱谷山', '36.485043', '120.766926'
5876, '臧村', '36.474203', '120.738691'
5877, '皋虞', '36.470382', '120.717105'
5878, '温泉东', '36.450274', '120.709406'
5879, '博览中心', '36.427583', '120.711132'
5880, '水泊', '36.410954', '120.686464'
5881, '蓝色硅谷', '36.391048', '120.685606'
5882, '山东大学', '36.374871', '120.685082'
5883, '鳌山卫', '36.354485', '120.667419'
5884, '浦里', '36.312295', '120.634574'
5885, '庙石', '36.290737', '120.61257'
5886, '北九水', '36.244378', '120.565418'
5887, '北宅', '36.219294', '120.541317'
5888, '世博园', '36.191512', '120.517898'
5889, '海洋大学', '36.171316', '120.501069'
5890, '枯桃', '36.154379', '120.493383'
5891, '张村', '36.147389', '120.49194'
5892, '青岛科大', '36.130618', '120.491711'
5893, '青岛二中', '36.116839', '120.487084'
5894, '会展中心', '36.10939', '120.480732'
5895, '苗岭路', '36.106832', '120.471451'
5896, '芝泉路', '36.076233', '120.374779'
5897, '五四广场', '36.07104', '120.386978'
5898, '浮山所', '36.071735', '120.396527'
5899, '燕儿岛路', '36.070744', '120.408267'
5900, '高雄路', '36.071851', '120.417538'
5901, '麦岛', '36.072076', '120.430438'
5902, '海游路', '36.077523', '120.441218'
5903, '海川路', '36.08233', '120.449868'
5904, '海安路', '36.092313', '120.457656'
5905, '石老人浴场', '36.09951', '120.470905'
5906, '苗岭路', '36.106832', '120.471451'
5907, '同安路', '36.117573', '120.461671'
5908, '辽阳东路', '36.123419', '120.456569'
5909, '东韩', '36.134028', '120.448503'
5910, '华楼山路', '36.15545', '120.446258'
5911, '枣山路', '36.159624', '120.440049'
5912, '李村', '36.165078', '120.430809'
5913, '李村公园', '36.173487', '120.432611'
5914, '瑶湖西', '28.678789', '116.044509'
5915, '奥体中心', '39.992442', '116.400191'
5916, '太子殿', '28.680998', '116.01723'
5917, '艾溪湖东', '28.680398', '115.999861'
5918, '艾溪湖西', '28.680126', '115.980624'
5919, '高新大道', '28.680165', '115.967034'
5920, '青山湖大道', '28.680359', '115.955636'
5921, '谢家村', '28.680398', '115.947274'
5922, '彭家桥', '28.680404', '115.939657'
5923, '师大南路', '28.680441', '115.930588'
5924, '丁公路北', '28.680262', '115.920113'
5925, '八一广场', '28.681647', '115.909604'
5926, '八一馆', '28.681664', '115.898199'
5927, '万寿宫', '28.680999', '115.892378'
5928, '滕王阁', '28.67877', '115.883814'
5929, '秋水广场', '28.686676', '115.866626'
5930, '地铁大厦', '28.689974', '115.859004'
5931, '卫东', '28.696596', '115.855503'
5932, '绿茵路', '28.703212', '115.864566'
5933, '庐山南大道', '28.706816', '115.871884'
5934, '珠江路', '28.713467', '115.882585'
5935, '长江路', '28.723446', '115.886253'
5936, '孔目湖', '28.738524', '115.864698'
5937, '双港', '28.748657', '115.867222'
5938, '南路', '28.559044', '115.795633'
5939, '大岗', '28.566835', '115.795756'
5940, '生米', '28.578319', '115.797364'
5941, '九龙湖南', '28.586185', '115.799771'
5942, '市民中心', '28.599854', '115.802638'
5943, '鹰潭街', '28.605348', '115.805584'
5944, '国博', '28.614623', '115.801896'
5945, '西站南广场', '28.623924', '115.796374'
5946, '南昌西站', '28.630537', '115.800348'
5947, '龙岗', '28.62948', '115.80922'
5948, '国体中心', '28.628558', '115.823254'
5949, '卧龙山', '28.637708', '115.828825'
5950, '岭北', '28.646869', '115.836675'
5951, '前湖大道', '28.65783', '115.841472'
5952, '学府大道东', '28.665026', '115.845604'
5953, '翠苑路', '28.678241', '115.85326'
5954, '地铁大厦', '28.689974', '115.859004'
5955, '双港', '28.748657', '115.867222'
5956, '孔目湖', '28.738524', '115.864698'
5957, '长江路', '28.723446', '115.886253'
5958, '珠江路', '28.713467', '115.882585'
5959, '庐山南大道', '28.706816', '115.871884'
5960, '绿茵路', '28.703212', '115.864566'
5961, '卫东', '28.696596', '115.855503'
5962, '地铁大厦', '28.689974', '115.859004'
5963, '秋水广场', '28.686676', '115.866626'
5964, '滕王阁', '28.67877', '115.883814'
5965, '万寿宫', '28.680999', '115.892378'
5966, '八一馆', '28.681664', '115.898199'
5967, '八一广场', '28.681647', '115.909604'
5968, '丁公路北', '28.680262', '115.920113'
5969, '师大南路', '28.680441', '115.930588'
5970, '彭家桥', '28.680404', '115.939657'
5971, '谢家村', '28.680398', '115.947274'
5972, '青山湖大道', '28.680359', '115.955636'
5973, '高新大道', '28.680165', '115.967034'
5974, '艾溪湖西', '28.680126', '115.980624'
5975, '艾溪湖东', '28.680398', '115.999861'
5976, '太子殿', '28.680998', '116.01723'
5977, '奥体中心', '28.680776', '116.03104'
5978, '瑶湖西', '28.678789', '116.044509'
5979, '地铁大厦', '28.689974', '115.859004'
5980, '翠苑路', '28.678241', '115.85326'
5981, '学府大道东', '28.665026', '115.845604'
5982, '前湖大道', '28.65783', '115.841472'
5983, '岭北', '28.646869', '115.836675'
5984, '卧龙山', '28.637708', '115.828825'
5985, '国体中心', '28.628558', '115.823254'
5986, '龙岗', '28.62948', '115.80922'
